# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	491503	493722	-	XM_500461.3		XP_500461.1	uncharacterized protein		2906743	YALI1_B04937g	2220	2220	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	491503	493722	-	XP_500461.1		XM_500461.3	uncharacterized protein		2906743	YALI1_B04937g	2220	739	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	494564	494872	-						94582626	YALI1_B04947g	309		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	494564	494872	-	XM_068281966.1		XP_068138067.1	uncharacterized protein		94582626	YALI1_B04947g	267	267	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	494564	494872	-	XP_068138067.1		XM_068281966.1	uncharacterized protein		94582626	YALI1_B04947g	267	88	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	495026	496789	+						2907327	YALI1_B04950g	1764		partial;old_locus_tag=YALI2_B00067g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	495026	496789	+	XM_500462.3		XP_500462.1	uncharacterized protein		2907327	YALI1_B04950g	1764	1764	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	495026	496789	+	XP_500462.1		XM_500462.3	uncharacterized protein		2907327	YALI1_B04950g	1764	587	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	497414	499750	+						2906798	YALI1_B04974g	2337		partial;old_locus_tag=YALI2_B00068g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	497414	499750	+	XM_500463.3		XP_500463.3	uncharacterized protein		2906798	YALI1_B04974g	2337	2337	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	497414	499750	+	XP_500463.3		XM_500463.3	uncharacterized protein		2906798	YALI1_B04974g	2337	778	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	500041	500777	-						2906831	YALI1_B05005g	737		partial;old_locus_tag=YALI2_B00589g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	500041	500777	-	XM_500464.4		XP_500464.2	uncharacterized protein		2906831	YALI1_B05005g	648	648	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	500041	500777	-	XP_500464.2		XM_500464.4	uncharacterized protein		2906831	YALI1_B05005g	648	215	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	502452	503393	+						2906812	YALI1_B05024g	942		partial;old_locus_tag=YALI2_B00069g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	502452	503393	+	XM_500465.3		XP_500465.1	uncharacterized protein		2906812	YALI1_B05024g	942	942	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	502452	503393	+	XP_500465.1		XM_500465.3	uncharacterized protein		2906812	YALI1_B05024g	942	313	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	504397	505041	+						7009395	YALI1_B05043g	645		partial;old_locus_tag=YALI2_B00070g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	504397	505041	+	XM_002142966.1		XP_002143002.1	uncharacterized protein		7009395	YALI1_B05043g	645	645	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	504397	505041	+	XP_002143002.1		XM_002142966.1	uncharacterized protein		7009395	YALI1_B05043g	645	214	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	505321	505413	+						2906610	YALI1_B05053r	93		old_locus_tag=YALI2_B00009t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	505321	505413	+				tRNA-Lys		2906610	YALI1_B05053r	93		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	506024	507235	-						2906611	YALI1_B05072g	1212		partial;old_locus_tag=YALI2_B00588g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	506024	507235	-	XM_500466.1		XP_500466.1	uncharacterized protein		2906611	YALI1_B05072g	1212	1212	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	506024	507235	-	XP_500466.1		XM_500466.1	uncharacterized protein		2906611	YALI1_B05072g	1212	403	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	510606	511352	+						2907041	YALI1_B05106g	747		partial;old_locus_tag=YALI2_B00071g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	510606	511352	+	XM_500467.3		XP_500467.1	uncharacterized protein		2907041	YALI1_B05106g	747	747	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	510606	511352	+	XP_500467.1		XM_500467.3	uncharacterized protein		2907041	YALI1_B05106g	747	248	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	512329	512415	+						2907579	YALI1_B05123r	87		old_locus_tag=YALI2_B00010t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	512329	512415	+				tRNA-Pro		2907579	YALI1_B05123r	87		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	513127	518556	-						2907580	YALI1_B05185g	5430		partial;old_locus_tag=YALI2_B00587g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	513127	518556	-	XM_500468.3		XP_500468.3	uncharacterized protein		2907580	YALI1_B05185g	5430	5430	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	513127	518556	-	XP_500468.3		XM_500468.3	uncharacterized protein		2907580	YALI1_B05185g	5430	1809	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	520091	520162	-						2906890	YALI1_B05201r	72		old_locus_tag=YALI2_B00011t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	520091	520162	-				tRNA-Met		2906890	YALI1_B05201r	72		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	520611	522695	-						2907007	YALI1_B05226g	2085		partial;old_locus_tag=YALI2_B00586g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	520611	522695	-	XM_500469.3		XP_500469.2	uncharacterized protein		2907007	YALI1_B05226g	2085	2085	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	520611	522695	-	XP_500469.2		XM_500469.3	uncharacterized protein		2907007	YALI1_B05226g	2085	694	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	524241	525083	+						2907010	YALI1_B05242g	843		partial;old_locus_tag=YALI2_B00072g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	524241	525083	+	XM_500470.3		XP_500470.1	uncharacterized protein		2907010	YALI1_B05242g	843	843	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	524241	525083	+	XP_500470.1		XM_500470.3	uncharacterized protein		2907010	YALI1_B05242g	843	280	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	526510	526593	-						2907102	YALI1_B05265r	84		old_locus_tag=YALI2_B00012t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	526510	526593	-				tRNA-Lys		2907102	YALI1_B05265r	84		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	526739	528235	-						94582627	YALI1_B05282g	1497		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	526739	528235	-	XM_068281967.1		XP_068138068.1	uncharacterized protein		94582627	YALI1_B05282g	1497	1497	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	526739	528235	-	XP_068138068.1		XM_068281967.1	uncharacterized protein		94582627	YALI1_B05282g	1497	498	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	528710	528801	-						2907115	YALI1_B05288r	92		old_locus_tag=YALI2_B00013t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	528710	528801	-				tRNA-Ile		2907115	YALI1_B05288r	92		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	529518	530081	+						2907105	YALI1_B05295g	564		partial;old_locus_tag=YALI2_B00073g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	529518	530081	+	XM_500472.3		XP_500472.1	uncharacterized protein		2907105	YALI1_B05295g	564	564	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	529518	530081	+	XP_500472.1		XM_500472.3	uncharacterized protein		2907105	YALI1_B05295g	564	187	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	530173	531342	-						2907106	YALI1_B05313g	1170		partial;old_locus_tag=YALI2_B00585g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	530173	531342	-	XM_500473.1		XP_500473.1	uncharacterized protein		2907106	YALI1_B05313g	1170	1170	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	530173	531342	-	XP_500473.1		XM_500473.1	uncharacterized protein		2907106	YALI1_B05313g	1170	389	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	532453	535044	-						2907116	YALI1_B05350g	2592		partial;old_locus_tag=YALI2_B00584g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	532453	535044	-	XM_500474.3		XP_500474.3	uncharacterized protein		2907116	YALI1_B05350g	2592	2592	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	532453	535044	-	XP_500474.3		XM_500474.3	uncharacterized protein		2907116	YALI1_B05350g	2592	863	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	536493	538756	+						2907185	YALI1_B05364g	2264		partial;old_locus_tag=YALI2_B00074g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	536493	538756	+	XM_500475.4		XP_500475.4	uncharacterized protein		2907185	YALI1_B05364g	1530	1530	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	536493	538756	+	XP_500475.4		XM_500475.4	uncharacterized protein		2907185	YALI1_B05364g	1530	509	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	538988	540400	-						2907206	YALI1_B05404g	1413		partial;old_locus_tag=YALI2_B00583g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	538988	540400	-	XM_002142967.3		XP_002143003.1	uncharacterized protein		2907206	YALI1_B05404g	1413	1413	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	538988	540400	-	XP_002143003.1		XM_002142967.3	uncharacterized protein		2907206	YALI1_B05404g	1413	470	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	542089	542824	+						2907438	YALI1_B05420g	736		partial;old_locus_tag=YALI2_B00075g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	542089	542824	+	XM_500476.3		XP_500476.3	uncharacterized protein		2907438	YALI1_B05420g	681	681	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	542089	542824	+	XP_500476.3		XM_500476.3	uncharacterized protein		2907438	YALI1_B05420g	681	226	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	543034	543964	-						2907371	YALI1_B05438g	931		partial;old_locus_tag=YALI2_B00582g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	543034	543964	-	XM_500477.3		XP_500477.2	uncharacterized protein		2907371	YALI1_B05438g	873	873	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	543034	543964	-	XP_500477.2		XM_500477.3	uncharacterized protein		2907371	YALI1_B05438g	873	290	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	545444	547141	+						2906618	YALI1_B05454g	1698		partial;old_locus_tag=YALI2_B00076g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	545444	547141	+	XM_500478.1		XP_500478.1	uncharacterized protein		2906618	YALI1_B05454g	1698	1698	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	545444	547141	+	XP_500478.1		XM_500478.1	uncharacterized protein		2906618	YALI1_B05454g	1698	565	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	547456	548367	-						2906619	YALI1_B05483g	912		partial;old_locus_tag=YALI2_B00581g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	547456	548367	-	XM_500479.3		XP_500479.2	uncharacterized protein		2906619	YALI1_B05483g	912	912	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	547456	548367	-	XP_500479.2		XM_500479.3	uncharacterized protein		2906619	YALI1_B05483g	912	303	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	549744	550193	+						2906867	YALI1_B05497g	450		partial;old_locus_tag=YALI2_B00077g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	549744	550193	+	XM_500480.3		XP_500480.1	uncharacterized protein		2906867	YALI1_B05497g	450	450	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	549744	550193	+	XP_500480.1		XM_500480.3	uncharacterized protein		2906867	YALI1_B05497g	450	149	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	551055	552029	-						2907052	YALI1_B05520g	975		partial;old_locus_tag=YALI2_B00580g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	551055	552029	-	XM_500481.3		XP_500481.1	uncharacterized protein		2907052	YALI1_B05520g	975	975	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	551055	552029	-	XP_500481.1		XM_500481.3	uncharacterized protein		2907052	YALI1_B05520g	975	324	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	552245	553975	+						2906762	YALI1_B05522g	1731		partial;old_locus_tag=YALI2_B00078g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	552245	553975	+	XM_500482.3		XP_500482.1	uncharacterized protein		2906762	YALI1_B05522g	1731	1731	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	552245	553975	+	XP_500482.1		XM_500482.3	uncharacterized protein		2906762	YALI1_B05522g	1731	576	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	554181	557120	-						2907184	YALI1_B05571g	2940		partial;old_locus_tag=YALI2_B00579g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	554181	557120	-	XM_500483.3		XP_500483.2	uncharacterized protein		2907184	YALI1_B05571g	2940	2940	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	554181	557120	-	XP_500483.2		XM_500483.3	uncharacterized protein		2907184	YALI1_B05571g	2940	979	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	560953	563214	+						2907479	YALI1_B05609g	2262		partial;old_locus_tag=YALI2_B00079g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	560953	563214	+	XM_500484.3		XP_500484.2	uncharacterized protein		2907479	YALI1_B05609g	2262	2262	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	560953	563214	+	XP_500484.2		XM_500484.3	uncharacterized protein		2907479	YALI1_B05609g	2262	753	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	563778	564130	-						94582628	YALI1_B05639g	353		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	563778	564130	-	XM_068281968.1		XP_068138069.1	uncharacterized protein		94582628	YALI1_B05639g	306	306	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	563778	564130	-	XP_068138069.1		XM_068281968.1	uncharacterized protein		94582628	YALI1_B05639g	306	101	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	564690	565333	+						2907480	YALI1_B05646g	644		partial;old_locus_tag=YALI2_B00080g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	564690	565333	+	XM_500485.3		XP_500485.1	60S ribosomal protein eL42		2907480	YALI1_B05646g	321	321	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	564690	565333	+	XP_500485.1		XM_500485.3	60S ribosomal protein eL42		2907480	YALI1_B05646g	321	106	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569073	569652	+						2907430	YALI1_B05690g	580		partial;old_locus_tag=YALI2_B00081g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569073	569652	+	XM_500486.4		XP_500486.2	uncharacterized protein		2907430	YALI1_B05690g	435	435	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569073	569652	+	XP_500486.2		XM_500486.4	uncharacterized protein		2907430	YALI1_B05690g	435	144	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569656	569965	-						94582629	YALI1_B05698g	310		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569656	569965	-	XM_068281969.1		XP_068138070.1	uncharacterized protein		94582629	YALI1_B05698g	264	264	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	569656	569965	-	XP_068138070.1		XM_068281969.1	uncharacterized protein		94582629	YALI1_B05698g	264	87	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	571150	572916	+						2907431	YALI1_B05711g	1767		partial;old_locus_tag=YALI2_B00082g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	571150	572916	+	XM_500487.3		XP_500487.3	uncharacterized protein		2907431	YALI1_B05711g	1767	1767	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	571150	572916	+	XP_500487.3		XM_500487.3	uncharacterized protein		2907431	YALI1_B05711g	1767	588	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	572922	573677	-						94582630	YALI1_B05730g	756		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	572922	573677	-	XM_068281970.1		XP_068138071.1	uncharacterized protein		94582630	YALI1_B05730g	225	225	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	572922	573677	-	XP_068138071.1		XM_068281970.1	uncharacterized protein		94582630	YALI1_B05730g	225	74	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	573709	576294	-						2906755	YALI1_B05762g	2586		partial;old_locus_tag=YALI2_B00578g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	573709	576294	-	XM_500488.3		XP_500488.3	uncharacterized protein		2906755	YALI1_B05762g	2586	2586	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	573709	576294	-	XP_500488.3		XM_500488.3	uncharacterized protein		2906755	YALI1_B05762g	2586	861	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	577762	578283	-						94582631	YALI1_B05782g	522		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	577762	578283	-	XM_068281971.1		XP_068138072.1	uncharacterized protein		94582631	YALI1_B05782g	522	522	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	577762	578283	-	XP_068138072.1		XM_068281971.1	uncharacterized protein		94582631	YALI1_B05782g	522	173	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	579866	581458	+						2906699	YALI1_B05798g	1593		partial;old_locus_tag=YALI2_B00083g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	579866	581458	+	XM_500489.3		XP_500489.3	uncharacterized protein		2906699	YALI1_B05798g	1593	1593	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	579866	581458	+	XP_500489.3		XM_500489.3	uncharacterized protein		2906699	YALI1_B05798g	1593	530	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	582427	583050	-						94582632	YALI1_B05830g	624		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	582427	583050	-	XM_068281972.1		XP_068138073.1	uncharacterized protein		94582632	YALI1_B05830g	624	624	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1B	NC_090771.1	582427	583050	-	XP_068138073.1		XM_068281972.1	uncharacterized protein		94582632	YALI1_B05830g	624	207	
