yali1,yali0,geneid,metab_pathways,ec,verdict,in_model
YALI1_D25616g,YALI0D20240g,2911203,,,non_metabolic,no
YALI1_D26142g,YALI0D20592g,2910774,,,non_metabolic,no
YALI1_D26146g,YALI0D20614g,2910773,,,non_metabolic,no
YALI1_D26467g,YALI0D20856g,2910197,,,non_metabolic,no
YALI1_D27074g,YALI0D21450g,2910768,,,non_metabolic,no
YALI1_D27297g,YALI0D21626g,2910272,,,non_metabolic,no
YALI1_D27762g,YALI0D21956g,2910739,,,non_metabolic,no
YALI1_D27884g,YALI0D22088g,2910314,,,non_metabolic,no
YALI1_D28213g,YALI0D22308g,2910278,,,non_metabolic,no
YALI1_D28221g,YALI0D22330g,2910691,,,non_metabolic,no
YALI1_D28273g,YALI0D22352g,2910692,,,non_metabolic,no
YALI1_D28646g,YALI0D22520g,2910770,,,non_metabolic,no
YALI1_D28842g,YALI0D22594g,2910337,,,non_metabolic,no
YALI1_D29668g,YALI0D22979g,2911249,,,non_metabolic,no
YALI1_D29852g,YALI0D23155g,2910286,,,non_metabolic,no
YALI1_D30224g,YALI0D23353g,2910275,,,non_metabolic,no
YALI1_D30230g,YALI0D23375g,2910276,,,non_metabolic,no
YALI1_D30319g,YALI0D23441g,2910331,,,non_metabolic,no
YALI1_D30324g,YALI0D23463g,2910332,,,non_metabolic,no
YALI1_D30540g,YALI0D23617g,2910326,,,non_metabolic,no
YALI1_D30653g,YALI0D23705g,2910881,,,non_metabolic,no
YALI1_D30843g,YALI0D23771g,2910885,,,non_metabolic,no
YALI1_D30922g,YALI0D23859g,2910958,,,non_metabolic,no
YALI1_D32153g,YALI0D24387g,2910379,,,non_metabolic,no
YALI1_D33042g,YALI0D24926g,2910962,,,non_metabolic,no
YALI1_D33640g,YALI0D25344g,2910664,,,non_metabolic,no
YALI1_D33978g,YALI0D25652g,2910425,,,non_metabolic,no
YALI1_D34078g,YALI0D25762g,2910348,,,non_metabolic,no
YALI1_D34232g,YALI0D25872g,2910129,,,non_metabolic,no
YALI1_D34739g,YALI0D26279g,2910744,,,non_metabolic,no
YALI1_D34758g,YALI0D26301g,2911274,,,non_metabolic,no
YALI1_D34785g,YALI0D26315g,2910688,,,non_metabolic,no
YALI1_D35061g,YALI0D26510g,2911217,,,non_metabolic,no
YALI1_D35190g,YALI0D26642g,2911130,,,non_metabolic,no
YALI1_D35210g,YALI0D26664g,2911131,,,non_metabolic,no
YALI1_D35322g,YALI0D26752g,2911175,,,non_metabolic,no
YALI1_D35398g,YALI0D26862g,2911178,,,non_metabolic,no
YALI1_D35809g,YALI0D27192g,2910297,,,non_metabolic,no
YALI1_D35945g,YALI0D27302g,2910302,,,non_metabolic,no
YALI1_D35966g,YALI0D27346g,2910304,,,non_metabolic,no
YALI1_D36255g,,2912280,,,non_metabolic,no
YALI1_E00115g,,90949689,,,non_metabolic,no
YALI1_E00437g,YALI0E00154g,2912860,,,non_metabolic,no
YALI1_E00510g,YALI0E00176g,2912861,,,non_metabolic,no
YALI1_E00551g,YALI0E00220g,2912863,,,non_metabolic,no
YALI1_E00742r,YALI0E00374r,7009534,,,non_metabolic,no
YALI1_E00746g,YALI0E00396g,2912870,,,non_metabolic,no
YALI1_E00872g,YALI0E00506g,2912881,,,non_metabolic,no
YALI1_E00928g,YALI0E00550g,2912883,,,non_metabolic,no
YALI1_E00963g,YALI0E00594g,2912885,,,non_metabolic,no
YALI1_E01105g,YALI0E00726g,2912891,,,non_metabolic,no
YALI1_E01286g,YALI0E00880g,2912902,,,non_metabolic,no
YALI1_E01689g,YALI0E01166g,2912941,,,non_metabolic,no
YALI1_E01904g,YALI0E01364g,2912949,,,non_metabolic,no
YALI1_E02007g,YALI0E01452g,2912039,,,non_metabolic,no
YALI1_E02203g,YALI0E01628g,2912046,,,non_metabolic,no
YALI1_E02355g,YALI0E01826g,2912060,,,non_metabolic,no
YALI1_E02529g,YALI0E02046g,2912078,,,non_metabolic,no
YALI1_E02574g,YALI0E02068g,2912079,,,non_metabolic,no
YALI1_E02648g,YALI0E02134g,2912082,,,non_metabolic,no
YALI1_E02948g,YALI0E02332g,2912094,,,non_metabolic,no
YALI1_E03158g,YALI0E02530g,2912105,,,non_metabolic,no
YALI1_E03267g,YALI0E02662g,2912110,,,non_metabolic,no
YALI1_E03320g,YALI0E02706g,2912116,,,non_metabolic,no
YALI1_E03527g,YALI0E02882g,2912124,,,non_metabolic,no
YALI1_E03918g,YALI0E03256g,2912136,,,non_metabolic,no
YALI1_E04359g,YALI0E03630g,2912158,,,non_metabolic,no
YALI1_E04790g,YALI0E03982g,2912174,,,non_metabolic,no
YALI1_E05390g,YALI0E04444g,2912197,,,non_metabolic,no
YALI1_E05576g,YALI0E04576g,2912203,,,non_metabolic,no
YALI1_E05664g,YALI0E04697g,2912209,,,non_metabolic,no
YALI1_E05681g,YALI0E04741g,2912211,,,non_metabolic,no
YALI1_E05866g,YALI0E04983g,2912269,,,non_metabolic,no
YALI1_E06031g,YALI0E05181g,2912278,,,non_metabolic,no
YALI1_E06068g,YALI0E05225g,2912285,,,non_metabolic,no
YALI1_E06119g,YALI0E05269g,2912287,,,non_metabolic,no
YALI1_E06137g,YALI0E05291g,2912288,,,non_metabolic,no
YALI1_E06178g,YALI0E05335g,2912311,,,non_metabolic,no
YALI1_E07306g,YALI0E06039g,2912344,,,non_metabolic,no
YALI1_E07535g,YALI0E06347g,2912388,,,non_metabolic,no
YALI1_E07657g,YALI0E06435g,2912393,,,non_metabolic,no
YALI1_E08021g,YALI0E06655g,2912404,,,non_metabolic,no
YALI1_E08271g,YALI0E06919g,2912420,,,non_metabolic,no
YALI1_E08452g,YALI0E07117g,2912427,,,non_metabolic,no
YALI1_E08472g,YALI0E07139g,2912428,,,non_metabolic,no
YALI1_E08545g,YALI0E07183g,2912430,,,non_metabolic,no
YALI1_E08900g,YALI0E07491g,2912443,,,non_metabolic,no
YALI1_E09750g,YALI0E08030g,2912473,,,non_metabolic,no
YALI1_E10161g,YALI0E08338g,2912485,,,non_metabolic,no
YALI1_E10587g,YALI0E08756g,2912500,,,non_metabolic,no
YALI1_E10836g,YALI0E08888g,2912505,,,non_metabolic,no
YALI1_E11048g,YALI0E09012g,2912514,,,non_metabolic,no
YALI1_E11309g,YALI0E09152g,2912522,,,non_metabolic,no
YALI1_E11323g,YALI0E09174g,2912523,,,non_metabolic,no
YALI1_E11587g,YALI0E09405g,2912532,,,non_metabolic,no
YALI1_E12067g,YALI0E09691g,2912563,,,non_metabolic,no
YALI1_E12402g,YALI0E09889g,2912572,,,non_metabolic,no
YALI1_E12454g,YALI0E09911g,2912576,,,non_metabolic,no
YALI1_E12952g,YALI0E10263g,2912593,,,non_metabolic,no
YALI1_E13637g,YALI0E10747g,2912641,,,non_metabolic,no
YALI1_E13677g,YALI0E10769g,2912642,,,non_metabolic,no
YALI1_E13727g,YALI0E10857g,2912652,,,non_metabolic,no
YALI1_E13808g,YALI0E10989g,2912731,,,non_metabolic,no
YALI1_E13823g,YALI0E11033g,2912736,,,non_metabolic,no
YALI1_E14489g,YALI0E11627g,2912791,,,non_metabolic,no
YALI1_E14584g,YALI0E11803g,2912798,,,non_metabolic,no
YALI1_E15144g,YALI0E12243g,2912819,,,non_metabolic,no
YALI1_E15274g,YALI0E12353g,2912824,,,non_metabolic,no
YALI1_E16023g,YALI0E13079g,2912017,,,non_metabolic,no
YALI1_E16026g,YALI0E13101g,2911793,,,non_metabolic,no
YALI1_E16097g,YALI0E13167g,2912020,,,non_metabolic,no
YALI1_E16174g,YALI0E13233g,2912023,,,non_metabolic,no
YALI1_E16202g,YALI0E13255g,2912024,,,non_metabolic,no
YALI1_E16300g,YALI0E13299g,2912025,,,non_metabolic,no
YALI1_E16451g,YALI0E13486g,2912031,,,non_metabolic,no
YALI1_E16501g,YALI0E13530g,2912033,,,non_metabolic,no
YALI1_E16608g,YALI0E13596g,2911478,,,non_metabolic,no
YALI1_E16649g,YALI0E13618g,2911479,,,non_metabolic,no
YALI1_E16701g,YALI0E13684g,2911482,,,non_metabolic,no
YALI1_E16919g,YALI0E13904g,2911490,,,non_metabolic,no
YALI1_E17065g,YALI0E14014g,2911495,,,non_metabolic,no
YALI1_E17069g,YALI0E14036g,2911496,,,non_metabolic,no
YALI1_E17171g,YALI0E14124g,2911500,,,non_metabolic,no
YALI1_E17243g,YALI0E14212g,2911504,,,non_metabolic,no
YALI1_E17377g,YALI0E14344g,2911509,,,non_metabolic,no
YALI1_E17466g,YALI0E14465g,2911515,,,non_metabolic,no
YALI1_E17583g,YALI0E14619g,2911525,,,non_metabolic,no
YALI1_E17920g,YALI0E14927g,2911537,,,non_metabolic,no
YALI1_E18303g,YALI0E15290g,2911995,,,non_metabolic,no
YALI1_E18720g,YALI0E15554g,2912010,,,non_metabolic,no
YALI1_E18802g,YALI0E15598g,2911557,,,non_metabolic,no
YALI1_E18843g,YALI0E15620g,2911556,,,non_metabolic,no
YALI1_E18854g,YALI0E15642g,2911560,,,non_metabolic,no
YALI1_E19105g,YALI0E15928g,2911569,,,non_metabolic,no
YALI1_E19403g,YALI0E16236g,2911582,,,non_metabolic,no
YALI1_E19483g,YALI0E16280g,2911584,,,non_metabolic,no
YALI1_E19508g,YALI0E16324g,2911590,,,non_metabolic,no
YALI1_E19696g,YALI0E16500g,2911598,,,non_metabolic,no
YALI1_E19714g,YALI0E16533g,2911600,,,non_metabolic,no
YALI1_E19795g,YALI0E16599g,2912000,,,non_metabolic,no
YALI1_E20269g,YALI0E16995g,2911646,,,non_metabolic,no
YALI1_E20569g,YALI0E17303g,2911664,,,non_metabolic,no
YALI1_E20677g,YALI0E17413g,2911669,,,non_metabolic,no
YALI1_E20963g,YALI0E17677g,2911681,,,non_metabolic,no
YALI1_E21147g,YALI0E17809g,2911686,,,non_metabolic,no
YALI1_E21203g,YALI0E17875g,2911689,,,non_metabolic,no
YALI1_E21430g,YALI0E18051g,2911697,,,non_metabolic,no
YALI1_E22218g,YALI0E18546g,2911722,,,non_metabolic,no
YALI1_E22576g,YALI0E18832g,2911733,,,non_metabolic,no
YALI1_E22758g,YALI0E18986g,2911740,,,non_metabolic,no
YALI1_E22988g,YALI0E19228g,2911753,,,non_metabolic,no
YALI1_E23184g,YALI0E19360g,2911759,,,non_metabolic,no
YALI1_E23302g,YALI0E19470g,2911764,,,non_metabolic,no
YALI1_E23313g,YALI0E19481g,7009564,,,non_metabolic,no
YALI1_E23348g,YALI0E19514g,2911766,,,non_metabolic,no
YALI1_E23389g,YALI0E19536g,2911767,,,non_metabolic,no
YALI1_E23610g,YALI0E19701g,2911775,,,non_metabolic,no
YALI1_E23880g,YALI0E19987g,2911788,,,non_metabolic,no
YALI1_E23912g,YALI0E20031g,2911791,,,non_metabolic,no
YALI1_E24287g,YALI0E20449g,2911819,,,non_metabolic,no
YALI1_E24343g,YALI0E20493g,2911818,,,non_metabolic,no
YALI1_E24442g,YALI0E20581g,2911824,,,non_metabolic,no
YALI1_E24793g,YALI0E20867g,2911842,,,non_metabolic,no
YALI1_E24797g,YALI0E20889g,2911843,,,non_metabolic,no
YALI1_E24894g,YALI0E20955g,2911846,,,non_metabolic,no
YALI1_E25132g,YALI0E21087g,2911852,,,non_metabolic,no
YALI1_E25317g,YALI0E21219g,2911887,,,non_metabolic,no
YALI1_E25424g,YALI0E21329g,2911891,,,non_metabolic,no
YALI1_E25518g,YALI0E21439g,2911896,,,non_metabolic,no
YALI1_E25826g,YALI0E21824g,2911958,,,non_metabolic,no
YALI1_E25866g,YALI0E21868g,2911960,,,non_metabolic,no
YALI1_E25905g,YALI0E21912g,2911750,,,non_metabolic,no
YALI1_E25999g,YALI0E22022g,2911966,,,non_metabolic,no
YALI1_E26336g,YALI0E22352g,2912980,,,non_metabolic,no
YALI1_E26930g,YALI0E22781g,2912911,,,non_metabolic,no
YALI1_E27161g,YALI0E23001g,2912416,,,non_metabolic,no
YALI1_E27207g,YALI0E23067g,2911588,,,non_metabolic,no
YALI1_E27243g,YALI0E23133g,2912926,,,non_metabolic,no
YALI1_E27406g,YALI0E23265g,2912291,,,non_metabolic,no
YALI1_E27504g,YALI0E23342g,2912295,,,non_metabolic,no
YALI1_E27548g,YALI0E23386g,2912297,,,non_metabolic,no
YALI1_E27556g,YALI0E23408g,2912298,,,non_metabolic,no
YALI1_E27871g,YALI0E23562g,2912304,,,non_metabolic,no
YALI1_E27880g,YALI0E23584g,2912307,,,non_metabolic,no
YALI1_E28033g,YALI0E23694g,2912680,,,non_metabolic,no
YALI1_E28465g,YALI0E23947g,2912691,,,non_metabolic,no
YALI1_E28964g,YALI0E24321g,2912544,,,non_metabolic,no
YALI1_E29085g,YALI0E24431g,2912548,,,non_metabolic,no
YALI1_E29137g,YALI0E24453g,2912551,,,non_metabolic,no
YALI1_E29150g,YALI0E24475g,2912549,,,non_metabolic,no
YALI1_E29192g,YALI0E24519g,2912552,,,non_metabolic,no
YALI1_E29330g,YALI0E24629g,2912658,,,non_metabolic,no
YALI1_E29617g,YALI0E24805g,2912664,,,non_metabolic,no
YALI1_E29642g,YALI0E24827g,2912667,,,non_metabolic,no
YALI1_E29930g,YALI0E25025g,2912676,,,non_metabolic,no
YALI1_E30479g,YALI0E25718g,2912607,,,non_metabolic,no
YALI1_E30520g,YALI0E25762g,2912609,,,non_metabolic,no
YALI1_E30639g,YALI0E25845g,2912613,,,non_metabolic,no
YALI1_E30914g,YALI0E26026g,2912621,,,non_metabolic,no
YALI1_E31075g,YALI0E26235g,2912362,,,non_metabolic,no
YALI1_E31361r,YALI0E26400r,7009575,,,non_metabolic,no
YALI1_E31396g,YALI0E26477g,2912378,,,non_metabolic,no
YALI1_E31827g,YALI0E26895g,2912766,,,non_metabolic,no
YALI1_E31891g,YALI0E26939g,2912768,,,non_metabolic,no
YALI1_E31897g,YALI0E26961g,2912769,,,non_metabolic,no
YALI1_E32622g,YALI0E27676g,2912261,,,non_metabolic,no
YALI1_E32722g,YALI0E27742g,2912217,,,non_metabolic,no
YALI1_E32842g,YALI0E27830g,2912221,,,non_metabolic,no
YALI1_E33024g,YALI0E27940g,2912225,,,non_metabolic,no
YALI1_E33268g,YALI0E28226g,2911603,,,non_metabolic,no
YALI1_E34344g,YALI0E29073g,2911854,,,non_metabolic,no
YALI1_E34621g,YALI0E29293g,2912235,,,non_metabolic,no
YALI1_E34708g,YALI0E29337g,2912960,,,non_metabolic,no
YALI1_E34933g,YALI0E29506g,2911923,,,non_metabolic,no
YALI1_E34942g,YALI0E29535g,2911922,,,non_metabolic,no
YALI1_E35027g,YALI0E29623g,2911916,,,non_metabolic,no
YALI1_E35181g,YALI0E29733g,2911438,,,non_metabolic,no
YALI1_E35305g,YALI0E29887g,2911447,,,non_metabolic,no
YALI1_E35753g,YALI0E30371g,2911935,,,non_metabolic,no
YALI1_E35780g,YALI0E30415g,2912969,,,non_metabolic,no
YALI1_E35798r,YALI0E30459r,7009584,,,non_metabolic,no
YALI1_E35934g,YALI0E30569g,2912068,,,non_metabolic,no
YALI1_E35963g,YALI0E30602g,7009585,,,non_metabolic,no
YALI1_E35988g,YALI0E30635g,2911749,,,non_metabolic,no
YALI1_E36179g,YALI0E30811g,2911987,,,non_metabolic,no
YALI1_E36866g,YALI0E31317g,2911463,,,non_metabolic,no
YALI1_E37387g,YALI0E31625g,2912971,,,non_metabolic,no
YALI1_E37886g,YALI0E31911g,2912962,,,non_metabolic,no
YALI1_E37930g,YALI0E31955g,2912953,,,non_metabolic,no
YALI1_E38020g,YALI0E32043g,2912113,,,non_metabolic,no
YALI1_E38107g,YALI0E32131g,2912332,,,non_metabolic,no
YALI1_E38113g,YALI0E32153g,2912354,,,non_metabolic,no
YALI1_E38178g,YALI0E32208g,7009590,,,non_metabolic,no
YALI1_E38512g,YALI0E32494g,7009591,,,non_metabolic,no
YALI1_E38640g,YALI0E32593g,2911653,,,non_metabolic,no
YALI1_E38706g,YALI0E32703g,2911792,,,non_metabolic,no
YALI1_E39284g,YALI0E33121g,2911627,,,non_metabolic,no
YALI1_E39306g,YALI0E33165g,2911877,,,non_metabolic,no
YALI1_E40144g,YALI0E33847g,2912833,,,non_metabolic,no
YALI1_E40467g,YALI0E34111g,2911950,,,non_metabolic,no
YALI1_E40540g,YALI0E34170g,2911953,,,non_metabolic,no
YALI1_E40718g,YALI0E34309g,2912366,,,non_metabolic,no
YALI1_E41061g,YALI0E34573g,2912897,,,non_metabolic,no
YALI1_E41206g,YALI0E34727g,2912050,,,non_metabolic,no
YALI1_E41367g,YALI0E34826g,7009597,,,non_metabolic,no
YALI1_E41647g,YALI0E35046g,90949800,,,non_metabolic,no
YALI1_F00184g,YALI0F00154g,2908552,,,non_metabolic,no
YALI1_F00229g,YALI0F00198g,2908544,,,non_metabolic,no
YALI1_F00288g,YALI0F00264g,2908547,,,non_metabolic,no
YALI1_F00307g,YALI0F00286g,2908548,,,non_metabolic,no
YALI1_F01291g,YALI0F00836g,2908220,,,non_metabolic,no
YALI1_F01405g,YALI0F00880g,2908222,,,non_metabolic,no
YALI1_F02794g,YALI0F01793g,2908159,,,non_metabolic,no
YALI1_F02939g,YALI0F01859g,2908149,,,non_metabolic,no
YALI1_F02942g,YALI0F01881g,2908150,,,non_metabolic,no
YALI1_F03407g,YALI0F02167g,2908137,,,non_metabolic,no
YALI1_F03722g,YALI0F02409g,2908126,,,non_metabolic,no
YALI1_F03735g,YALI0F02431g,2908114,,,non_metabolic,no
YALI1_F03765g,YALI0F02453g,2908115,,,non_metabolic,no
YALI1_F03778g,YALI0F02475g,2908116,,,non_metabolic,no
YALI1_F03855g,YALI0F02585g,2907780,,,non_metabolic,no
YALI1_F04070g,YALI0F02827g,2907778,,,non_metabolic,no
YALI1_F04594g,YALI0F03300g,2907752,,,non_metabolic,no
YALI1_F04643g,YALI0F03344g,2907747,,,non_metabolic,no
YALI1_F04848g,YALI0F03432g,2907738,,,non_metabolic,no
YALI1_F05624g,YALI0F03817g,2907714,,,non_metabolic,no
YALI1_F05781g,YALI0F03883g,2907716,,,non_metabolic,no
YALI1_F05814g,YALI0F03905g,2907717,,,non_metabolic,no
YALI1_F05979g,YALI0F03993g,2907709,,,non_metabolic,no
YALI1_F06262g,YALI0F04125g,2907704,,,non_metabolic,no
YALI1_F06991g,YALI0F04576g,2908898,,,non_metabolic,no
YALI1_F07344g,YALI0F04730g,2908592,,,non_metabolic,no
YALI1_F07655g,YALI0F05060g,2908628,,,non_metabolic,no
YALI1_F07675g,YALI0F05082g,2908629,,,non_metabolic,no
YALI1_F07938g,YALI0F05324g,2908193,,,non_metabolic,no
YALI1_F08170g,YALI0F05456g,2908198,,,non_metabolic,no
YALI1_F08183g,YALI0F05478g,2907929,,,non_metabolic,no
YALI1_F08260g,YALI0F05522g,2907931,,,non_metabolic,no
YALI1_F08284g,YALI0F05544g,2907932,,,non_metabolic,no
YALI1_F08292g,YALI0F05566g,2907933,,,non_metabolic,no
YALI1_F08431g,YALI0F05676g,2907972,,,non_metabolic,no
YALI1_F08635g,YALI0F05803g,2908488,,,non_metabolic,no
YALI1_F08644g,YALI0F05808g,2908489,,,non_metabolic,no
YALI1_F09230g,YALI0F06160g,2908430,,,non_metabolic,no
YALI1_F09265g,YALI0F06182g,2908431,,,non_metabolic,no
YALI1_F09345g,YALI0F06292g,2908421,,,non_metabolic,no
YALI1_F09518g,YALI0F06402g,2908385,,,non_metabolic,no
YALI1_F09563g,YALI0F06446g,2908387,,,non_metabolic,no
YALI1_F09803g,YALI0F06644g,2907722,,,non_metabolic,no
YALI1_F09896g,YALI0F06732g,2908519,,,non_metabolic,no
YALI1_F09996g,YALI0F06791g,2908505,,,non_metabolic,no
YALI1_F10688g,YALI0F07337g,2908437,,,non_metabolic,no
YALI1_F11093g,YALI0F07755g,2908379,,,non_metabolic,no
YALI1_F11277g,YALI0F07909g,2908376,,,non_metabolic,no
YALI1_F11493g,YALI0F08151g,2908524,,,non_metabolic,no
YALI1_F11729g,YALI0F08349g,2908497,,,non_metabolic,no
YALI1_F11855g,YALI0F08437g,2908501,,,non_metabolic,no
YALI1_F11871g,YALI0F08459g,2908491,,,non_metabolic,no
YALI1_F11878g,YALI0F08481g,2908492,,,non_metabolic,no
YALI1_F11930g,YALI0F08569g,2908479,,,non_metabolic,no
YALI1_F12033g,YALI0F08635g,2908482,,,non_metabolic,no
YALI1_F12080g,YALI0F08657g,2908483,,,non_metabolic,no
YALI1_F12089g,YALI0F08679g,2908367,,,non_metabolic,no
YALI1_F12190g,YALI0F08745g,2908370,,,non_metabolic,no
YALI1_F12434g,YALI0F08899g,2908233,,,non_metabolic,no
YALI1_F12757g,YALI0F09141g,2908337,,,non_metabolic,no
YALI1_F12946g,YALI0F09295g,2908331,,,non_metabolic,no
YALI1_F13001g,YALI0F09383g,2908700,,,non_metabolic,no
YALI1_F13072g,YALI0F09493g,2908943,,,non_metabolic,no
YALI1_F13366g,YALI0F09768g,2908976,,,non_metabolic,no
YALI1_F13373g,YALI0F09790g,2908977,,,non_metabolic,no
YALI1_F13395g,YALI0F09834g,2908979,,,non_metabolic,no
YALI1_F13579g,YALI0F10032g,2908994,,,non_metabolic,no
YALI1_F13602g,YALI0F10076g,2908996,,,non_metabolic,no
YALI1_F13644g,YALI0F10098g,2908997,,,non_metabolic,no
YALI1_F14024g,YALI0F10307g,2909008,,,non_metabolic,no
YALI1_F14712g,YALI0F11055g,2908176,,,non_metabolic,no
YALI1_F14766g,YALI0F11121g,2908179,,,non_metabolic,no
YALI1_F15038g,YALI0F11363g,2909019,,,non_metabolic,no
YALI1_F15769g,YALI0F11913g,2908264,,,non_metabolic,no
YALI1_F16035g,YALI0F12155g,2907958,,,non_metabolic,no
YALI1_F17025g,YALI0F12683g,2908046,,,non_metabolic,no
YALI1_F17203g,YALI0F12815g,2908203,,,non_metabolic,no
YALI1_F17431g,YALI0F12991g,2908174,,,non_metabolic,no
YALI1_F17496g,YALI0F13057g,2909011,,,non_metabolic,no
YALI1_F17603g,YALI0F13167g,2907849,,,non_metabolic,no
YALI1_F17706g,YALI0F13233g,2908311,,,non_metabolic,no
YALI1_F17836g,YALI0F13343g,2907876,,,non_metabolic,no
YALI1_F17907g,YALI0F13354g,7009621,,,non_metabolic,no
YALI1_F18081g,YALI0F13519g,2908323,,,non_metabolic,no
YALI1_F19047g,YALI0F14179g,2908581,,,non_metabolic,no
YALI1_F19126g,YALI0F14267g,2908029,,,non_metabolic,no
YALI1_F19180g,YALI0F14355g,2908356,,,non_metabolic,no
YALI1_F19192g,YALI0F14377g,2908354,,,non_metabolic,no
YALI1_F19218g,YALI0F14421g,2908357,,,non_metabolic,no
YALI1_F19249g,YALI0F14465g,2907788,,,non_metabolic,no
YALI1_F19478g,YALI0F14575g,2907767,,,non_metabolic,no
YALI1_F19586g,YALI0F14663g,2908930,,,non_metabolic,no
YALI1_F19720g,YALI0F14773g,2908294,,,non_metabolic,no
YALI1_F19938g,YALI0F14949g,2908036,,,non_metabolic,no
YALI1_F20378g,YALI0F15169g,2908926,,,non_metabolic,no
YALI1_F20712g,YALI0F15389g,2908062,,,non_metabolic,no
YALI1_F20820g,YALI0F15477g,2908066,,,non_metabolic,no
YALI1_F21192g,YALI0F15719g,2908920,,,non_metabolic,no
YALI1_F21261g,YALI0F15785g,2908254,,,non_metabolic,no
YALI1_F21279g,YALI0F15807g,2908255,,,non_metabolic,no
YALI1_F21315g,YALI0F15829g,2908256,,,non_metabolic,no
YALI1_F21362g,YALI0F15873g,2908258,,,non_metabolic,no
YALI1_F21804g,YALI0F16335g,2907817,,,non_metabolic,no
YALI1_F22241g,YALI0F16665g,2908569,,,non_metabolic,no
YALI1_F22750g,YALI0F16940g,2907984,,,non_metabolic,no
YALI1_F22836g,YALI0F17006g,2907987,,,non_metabolic,no
YALI1_F22858g,YALI0F17050g,2907827,,,non_metabolic,no
YALI1_F23133g,YALI0F17380g,2908872,,,non_metabolic,no
YALI1_F23364g,YALI0F17534g,2908276,,,non_metabolic,no
YALI1_F23368g,YALI0F17556g,2908277,,,non_metabolic,no
YALI1_F23399g,YALI0F17600g,2909036,,,non_metabolic,no
YALI1_F23474g,YALI0F17688g,2909037,,,non_metabolic,no
YALI1_F23484g,YALI0F17710g,2908641,,,non_metabolic,no
YALI1_F24126g,YALI0F18150g,2908667,,,non_metabolic,no
YALI1_F24359g,YALI0F18370g,2907809,,,non_metabolic,no
YALI1_F24401g,YALI0F18392g,2907810,,,non_metabolic,no
YALI1_F24635g,YALI0F18480g,2907870,,,non_metabolic,no
YALI1_F24905g,YALI0F18700g,2907859,,,non_metabolic,no
YALI1_F25001g,YALI0F18766g,2907862,,,non_metabolic,no
YALI1_F25035g,YALI0F18788g,2907863,,,non_metabolic,no
YALI1_F25650g,YALI0F19250g,2908955,,,non_metabolic,no
YALI1_F25792g,YALI0F19382g,2908306,,,non_metabolic,no
YALI1_F25885g,YALI0F19426g,2908308,,,non_metabolic,no
YALI1_F25999g,YALI0F19558g,2907677,,,non_metabolic,no
YALI1_F26012g,YALI0F19580g,2907678,,,non_metabolic,no
YALI1_F26127g,YALI0F19668g,2908650,,,non_metabolic,no
YALI1_F26234g,YALI0F19778g,2908298,,,non_metabolic,no
YALI1_F26612g,YALI0F19976g,2908913,,,non_metabolic,no
YALI1_F26692g,YALI0F20042g,2908048,,,non_metabolic,no
YALI1_F26915g,YALI0F20240g,2907793,,,non_metabolic,no
YALI1_F27175g,YALI0F20482g,2907869,,,non_metabolic,no
YALI1_F27237g,YALI0F20526g,2908689,,,non_metabolic,no
YALI1_F27667g,YALI0F20768g,2908949,,,non_metabolic,no
YALI1_F28112g,YALI0F21263g,2908088,,,non_metabolic,no
YALI1_F28144g,YALI0F21307g,2908019,,,non_metabolic,no
YALI1_F28146g,YALI0F21329g,2908020,,,non_metabolic,no
YALI1_F28467g,YALI0F21505g,2908961,,,non_metabolic,no
YALI1_F28744g,YALI0F21725g,2907838,,,non_metabolic,no
YALI1_F28807g,YALI0F21769g,2907840,,,non_metabolic,no
YALI1_F28967g,YALI0F21901g,2908842,,,non_metabolic,no
YALI1_F29317g,YALI0F22136g,2908833,,,non_metabolic,no
YALI1_F29356g,YALI0F22165g,2908834,,,non_metabolic,no
YALI1_F29483g,YALI0F22231g,2908824,,,non_metabolic,no
YALI1_F29765g,YALI0F22539g,2908532,,,non_metabolic,no
YALI1_F29944g,YALI0F22759g,2908810,,,non_metabolic,no
YALI1_F30106g,YALI0F22935g,2908797,,,non_metabolic,no
YALI1_F30254g,YALI0F23045g,2908790,,,non_metabolic,no
YALI1_F30395g,YALI0F23177g,2908782,,,non_metabolic,no
YALI1_F30641g,YALI0F23375g,2908962,,,non_metabolic,no
YALI1_F31053g,YALI0F23639g,2908761,,,non_metabolic,no
YALI1_F31439g,YALI0F24013g,2908732,,,non_metabolic,no
YALI1_F31531g,YALI0F24123g,2908737,,,non_metabolic,no
YALI1_F31587g,YALI0F24167g,2908726,,,non_metabolic,no
YALI1_F31744g,YALI0F24365g,2908715,,,non_metabolic,no
YALI1_F31866g,YALI0F24497g,2908708,,,non_metabolic,no
YALI1_F31934g,YALI0F24563g,2908529,,,non_metabolic,no
YALI1_F32043g,YALI0F24695g,2908433,,,non_metabolic,no
YALI1_F32090g,YALI0F24739g,2908410,,,non_metabolic,no
YALI1_F32167g,YALI0F24783g,2908390,,,non_metabolic,no
YALI1_F32305g,YALI0F24959g,2908521,,,non_metabolic,no
YALI1_F32546g,YALI0F25223g,2908397,,,non_metabolic,no
YALI1_F32565g,YALI0F25267g,2908378,,,non_metabolic,no
